Right_KneeIntExt,Right_KneeFlexExt,Right_KneeAbdAdd,Right_Hip_IntExt,Right_Hip_FlexExt,Right_Hip_AbdAdd,Right_AnkleRot,Right_Ankleprog,Right_Ankledors,Left_KneeIntExt,Left_KneeFlexExt,Left_KneeAbdAdd,Left_Hip_IntExt,Left_Hip_FlexExt,Left_Hip_AbdAdd,Left_AnkleRot,Left_Ankleprog,Left_Ankledors
-8.745225631,11.20888874,-1.998063951,-5.043315821,-11.14023702,-7.573541897,123.0239657,119.4610234,32.70410968,6.906896172,-20.97750743,-59.16484472,1.621144979,21.54630635,26.38193802,52.02558604,21.11057749,-13.06545348
-9.072805174,11.94030958,-2.194345341,-4.933087341,-11.40322433,-7.573875122,122.3290894,119.1091383,31.88525312,6.889316777,-20.79061629,-59.05614797,1.55612515,21.289103,26.19024114,52.04754033,21.16534526,-13.07189346
-9.40240627,12.67267999,-2.386908071,-4.822563259,-11.66135714,-7.574256462,121.6448843,118.7556039,31.06820809,6.858787464,-20.58432284,-58.94794673,1.49822163,21.02585435,25.99729781,52.07195629,21.21518361,-13.07340466
-9.725936552,13.4044314,-2.579640926,-4.720707124,-11.91385389,-7.57379091,120.9714385,118.4048957,30.25243206,6.817811283,-20.36495933,-58.83966878,1.445264388,20.75535125,25.80301147,52.10079954,21.26229625,-13.07385576
-10.04161643,14.13482544,-2.772431874,-4.624425772,-12.16063084,-7.572319862,120.308194,118.0584648,29.43632207,6.761759757,-20.12669205,-58.72971866,1.403334751,20.48153256,25.60486952,52.1314098,21.30610041,-13.06882504
-10.35245784,14.8761569,-2.962885884,-4.470969625,-12.23201042,-7.557826224,119.654944,117.7157741,28.62423102,6.68782105,-19.87041002,-58.61798805,1.434941325,20.42131626,25.38713673,52.16368462,21.34487502,-13.061229
-10.65262704,15.6180241,-3.150387146,-4.321713315,-12.30415772,-7.542556788,119.0111822,117.373834,27.81679079,6.609174776,-19.60750256,-58.50909775,1.484287147,20.36075325,25.17128024,52.20025799,21.37652916,-13.04497597
-10.94767389,16.35123211,-3.336932437,-4.171826149,-12.36815418,-7.520503545,118.3797806,117.0331567,27.01429335,6.523888613,-19.33747312,-58.40554428,1.551960105,20.30275531,24.96273169,52.23188851,21.40109179,-13.01886036
-11.2313187,17.08777094,-3.518979469,-4.022735431,-12.43858789,-7.495989279,117.7585141,116.6960367,26.21585622,6.429813964,-19.06665702,-58.30773244,1.641703046,20.24625672,24.76322512,52.26547842,21.42393405,-12.99182334
-11.50890598,17.82174437,-3.696560466,-3.872196846,-12.51090849,-7.464182837,117.1416968,116.3600923,25.41944461,6.338725479,-18.79903485,-58.2164845,1.752586854,20.19253233,24.57607486,52.30363569,21.44055461,-12.95769705
-11.78643518,18.55624071,-3.870301202,-3.717014988,-12.58408544,-7.421332191,116.5329552,116.0259682,24.62620839,6.25231223,-18.54016554,-58.13100978,1.879513339,20.14334082,24.40725198,52.34806012,21.4508329,-12.91889248
-12.0544308,19.30262263,-4.03921701,-3.561207064,-12.66965167,-7.368203712,115.9311477,115.6937208,23.83780052,6.169403386,-18.28283897,-58.05522425,2.026748485,20.10259487,24.25913711,52.39297406,21.45353196,-12.87151054
-12.3178537,20.04647313,-4.203659228,-3.407976649,-12.74957112,-7.302810097,115.3356061,115.3638045,23.05162386,6.093824547,-18.0350797,-57.98995804,2.185658218,20.06959896,24.13535789,52.44077091,21.45551377,-12.82402379
-12.57779297,20.78370094,-4.363854247,-3.254293078,-12.81797113,-7.220337388,114.7435816,115.0351781,22.26888574,6.031890139,-17.79793056,-57.93521689,2.357926499,20.04666777,24.03768072,52.49373885,21.45304469,-12.7692615
-12.82831509,21.52349257,-4.517937144,-3.108668081,-12.88512404,-7.126570965,114.16085,114.7051487,21.4881837,5.9892787,-17.57642419,-57.89065963,2.536170052,20.03210848,23.96726529,52.54681917,21.44609331,-12.70886453
-13.07085384,22.24987201,-4.66331541,-2.970147316,-12.93609304,-7.020731859,113.581607,114.3723527,20.7090647,5.969702577,-17.37132686,-57.8556431,2.718672596,20.02400501,23.9248273,52.60172531,21.43116516,-12.6395744
-13.31686406,22.97185989,-4.799382279,-2.828117829,-12.97509258,-6.900734585,113.002537,114.0372207,19.93157466,5.973030704,-17.1776998,-57.82919111,2.902375713,20.02124068,23.90772461,52.65628486,21.40916355,-12.56240427
-13.56589683,23.69385713,-4.924759229,-2.685305557,-13.0121995,-6.766535357,112.4297178,113.6948498,19.15588468,6.009442573,-17.00529314,-57.80948972,3.08268332,20.01865181,23.91575237,52.71340883,21.38153626,-12.47751109
-13.80758501,24.41191591,-5.039053842,-2.549843331,-13.04816066,-6.626643763,111.8599832,113.3461315,18.38060651,6.075985572,-16.85274589,-57.7924464,3.255180259,20.01285603,23.94389809,52.76927036,21.34531731,-12.38369249
-14.04864164,25.12369304,-5.14265406,-2.425534949,-13.08165777,-6.486008065,111.2979291,112.9893154,17.60598196,6.165770405,-16.71362526,-57.77815239,3.410049618,19.99399069,23.98880387,52.82269372,21.30270684,-12.28939339
-14.29079075,25.83081291,-5.234199969,-2.304479197,-13.11881074,-6.340028887,110.7370257,112.6206242,16.83167574,6.300285667,-16.61286754,-57.76838912,3.548598142,19.96516383,24.04992876,52.88464148,21.25687356,-12.18324343
-14.53655358,26.53330078,-5.309804034,-2.187398819,-13.16145753,-6.193834157,110.1794678,112.2393147,16.05800795,6.456925161,-16.52699192,-57.75730874,3.672354948,19.92124841,24.12300636,52.94742395,21.20183164,-12.07058513
-14.78667743,27.23019414,-5.370216024,-2.070567409,-13.21534926,-6.045170209,109.6241905,111.8463024,15.28642562,6.648940251,-16.47246748,-57.74255664,3.776499069,19.856473,24.20604726,53.01423623,21.14445999,-11.96200411
-15.0343392,27.92426676,-5.419853287,-1.965761045,-13.2865597,-5.89555013,109.0706787,111.4389741,14.5173446,6.857746553,-16.43034355,-57.72305147,3.864672946,19.7660468,24.29600351,53.08718125,21.08124915,-11.85082022
-15.20703674,28.28245849,-5.531556294,-2.004285224,-13.05127359,-5.70408703,108.5166719,111.0165129,13.74940455,7.090624741,-16.41140364,-57.69845286,3.933575852,19.64926009,24.39109224,53.16206543,21.01507923,-11.74063087
-15.3792491,28.64021126,-5.623980624,-2.045781124,-12.84124489,-5.519217553,107.9604465,110.5782246,12.98306859,7.345247067,-16.41428617,-57.663276,3.987059841,19.50617843,24.48838297,53.24218679,20.94682422,-11.63966467
-15.55102363,28.99676625,-5.696522057,-2.093271455,-12.65834388,-5.343494216,107.4023608,110.1229122,12.21764858,7.610847598,-16.4225248,-57.62293827,4.025574889,19.33343899,24.58531471,53.33370478,20.87773597,-11.53017778
-15.72165753,29.3531397,-5.748314629,-2.144151852,-12.50006398,-5.176002743,106.8490473,109.6469054,11.45584889,7.886997595,-16.45083729,-57.57495922,4.052504122,19.13508899,24.6793848,53.42965195,20.80523883,-11.41970796
-15.8875359,29.70582596,-5.779535782,-2.206231111,-12.36850735,-5.022739275,106.2961481,109.1509463,10.69631987,8.167893614,-16.48514039,-57.51884407,4.063606294,18.90429246,24.76646807,53.52814484,20.7198642,-11.2932619
-16.047864,30.05977354,-5.791796737,-2.281199985,-12.26594637,-4.883055596,105.7411778,108.6376466,9.937476152,8.437126405,-16.5202815,-57.45445448,4.060725883,18.64305703,24.84674545,53.62145365,20.64210432,-11.18461967
-16.2074803,30.41177393,-5.783010482,-2.363070973,-12.18857901,-4.756252048,105.1889831,108.1052187,9.179349395,8.709325563,-16.56557509,-57.37806538,4.044105828,18.35449194,24.91753767,53.71371566,20.5734792,-11.09478205
-16.36619114,30.76155245,-5.75443853,-2.462184232,-12.13513448,-4.64353918,104.6334707,107.5568906,8.421349109,8.972935528,-16.60644844,-57.29117982,4.004315832,18.03154149,24.98081917,53.80869445,20.50739599,-11.00441926
-16.52293501,31.10911774,-5.70704537,-2.575756152,-12.10626958,-4.54513481,104.0822993,106.9903657,7.666841909,9.215840909,-16.63844309,-57.19286481,3.947587371,17.67421542,25.03196999,53.90510813,20.44854103,-10.91882715
-16.67839296,31.45707797,-5.638710992,-2.715310548,-12.0956245,-4.463044175,103.528743,106.4059563,6.912393586,9.450830727,-16.6653314,-57.08476686,3.859441442,17.28499302,25.07763672,54.00308965,20.3892291,-10.8333367
-16.83066335,31.80400009,-5.550726763,-2.877011155,-12.09867867,-4.395472114,102.9768629,105.8052643,6.159576037,9.662155637,-16.67978174,-56.96787327,3.751764284,16.86944112,25.11592805,54.09996332,20.33621864,-10.75540787
-16.98403185,32.15246529,-5.444528385,-3.046771452,-12.11380498,-4.337865418,102.4251437,105.1909213,5.406494311,9.860566689,-16.68522882,-56.84163948,3.633562157,16.43625923,25.14259045,54.1931842,20.28356355,-10.67657316
-17.14313628,32.5002993,-5.319955107,-3.225241614,-12.13409569,-4.288672808,101.872331,104.5613356,4.654944841,10.03506846,-16.68046738,-56.7087382,3.508506983,15.98960708,25.15809663,54.28981625,20.23810661,-10.60373046
-17.30308017,32.85068967,-5.178957866,-3.40973418,-12.15783963,-4.254938511,101.3168551,103.9222298,3.906298236,10.18671385,-16.65779925,-56.57153248,3.372628265,15.53282758,25.15992218,54.38085412,20.19633628,-10.53712844
-17.46368495,33.20066779,-5.025756318,-3.600179465,-12.17984351,-4.231888202,100.7588554,103.2755615,3.159432255,10.31862537,-16.62246221,-56.43247166,3.237070981,15.07399664,25.148887,54.46836341,20.15475341,-10.46572209
-17.6240425,33.55051249,-4.860597259,-3.794628327,-12.19343303,-4.221554126,100.2028635,102.6262582,2.419804778,10.42140662,-16.57607391,-56.29167813,3.103698566,14.62153839,25.12433039,54.55494002,20.12278612,-10.40218855
-17.7884855,33.90332224,-4.683957377,-3.990138076,-12.20263572,-4.223795786,99.63195561,101.9751722,1.69488413,10.51477713,-16.53162857,-56.14722572,2.965781751,14.17515689,25.08710209,54.64636069,20.09716565,-10.34173927
-17.95442507,34.25846519,-4.497929287,-4.187128529,-12.20270483,-4.238052836,99.04946857,101.3283505,0.979219295,10.59411906,-16.48133086,-56.00523008,2.831567888,13.74214923,25.03866386,54.73096572,20.07707129,-10.2857245
-18.11880658,34.61383531,-4.306498589,-4.389873754,-12.19101456,-4.26343895,98.46111784,100.7030883,0.288087262,10.66699273,-16.42932474,-55.86737727,2.695966844,13.32011414,24.98237049,54.81619971,20.05746588,-10.2259081
-18.28756322,34.9706282,-4.105749762,-4.591668241,-12.16775874,-4.301903108,97.87106548,100.0905151,-0.39999783,10.71975734,-16.37110527,-55.73174611,2.561141096,12.91483824,24.91422614,54.89729331,20.05004133,-10.17451773
-18.45621035,35.32914674,-3.902078388,-4.795128342,-12.13071227,-4.35160765,97.27065647,99.51324467,-1.07537415,10.76110407,-16.3128965,-55.60171806,2.427488498,12.52829739,24.83876095,54.97992448,20.05155301,-10.12631685
-18.62791744,35.68861291,-3.693744165,-4.998494199,-12.07980644,-4.41276826,96.66766494,98.96564052,-1.750437821,10.79871817,-16.25667678,-55.47861482,2.295070279,12.16035793,24.75391242,55.0628477,20.05902429,-10.07437403
-18.79961261,36.04869315,-3.4843443,-5.207780458,-12.01386109,-4.487090248,96.06833486,98.43959825,-2.432598834,10.83329008,-16.20665859,-55.36047497,2.16067553,11.81164341,24.66261921,55.14642645,20.07366579,-10.02823975
-18.97298164,36.40976909,-3.273378453,-5.417780036,-11.93312598,-4.573066771,95.47346833,97.93985463,-3.122813194,10.86502197,-16.15698006,-55.24668313,2.021238819,11.48043402,24.56626163,55.23010806,20.09373624,-9.978981739
-19.14778421,36.77060257,-3.062980746,-5.632163728,-11.83903954,-4.671128211,94.8820545,97.46057892,-3.824787364,10.90607942,-16.11776267,-55.13546105,1.872644441,11.16400655,24.46495577,55.30974623,20.11558993,-9.932627633
-19.32487104,37.13142753,-2.852292116,-5.846710235,-11.72962332,-4.780152731,94.28675233,97.00231513,-4.540538359,10.95233718,-16.08527045,-55.02804371,1.717114722,10.86238908,24.35898747,55.39021113,20.14124437,-9.88890324
-19.49968167,37.49205057,-2.643244111,-6.065382551,-11.60710665,-4.901268971,93.70223194,96.55968827,-5.263300127,11.00776455,-16.05427364,-54.92390864,1.547923573,10.56999225,24.25085899,55.46922444,20.16550834,-9.842982779
-19.66910708,37.85081998,-2.437398691,-6.288670336,-11.46993724,-5.033004074,93.12427505,96.13233605,-5.992783533,11.07103747,-16.03080591,-54.82314611,1.369631801,10.28930433,24.13915015,55.55080492,20.19148549,-9.797640618
-19.83797767,38.20696268,-2.231355441,-6.512447583,-11.32013063,-5.173047063,92.56201753,95.71868822,-6.724368357,11.14673412,-16.01465944,-54.72434996,1.179044409,10.01704145,24.02667135,55.6339814,20.21778664,-9.751615516
-20.0005939,38.5609141,-2.027750329,-6.741262102,-11.15548938,-5.323243099,92.01370081,95.32001814,-7.45414537,11.2292808,-15.99811564,-54.62653827,0.975184672,9.752972193,23.91208747,55.71136574,20.24256693,-9.707949595
-20.15800783,38.91212455,-1.82577062,-6.970141754,-10.97389056,-5.483861176,91.47896717,94.93535011,-8.183456283,11.3173639,-15.98834021,-54.5299387,0.765357751,9.505357615,23.79397478,55.79415694,20.26785545,-9.664121829
-20.31180798,39.26028655,-1.628845675,-7.19916056,-10.7745077,-5.650470832,90.96389426,94.56447342,-8.906442577,11.41382491,-15.98227548,-54.43226658,0.548324573,9.275155377,23.67246066,55.87995295,20.29245648,-9.615721742
-20.45907331,39.60632619,-1.437233387,-7.426398736,-10.55943167,-5.819154217,90.46123003,94.2061531,-9.628736689,11.50974173,-15.97585607,-54.33439975,0.333714252,9.064380759,23.54939272,55.96603092,20.31853516,-9.567441123
-20.60443733,39.9475084,-1.242189125,-7.644089452,-10.3273853,-5.987357726,89.98153443,93.85226193,-10.343258,11.6067232,-15.97288361,-54.23433616,0.12647547,8.87864253,23.42286738,56.05418695,20.34335282,-9.51757329
-20.74698448,40.27927851,-1.038383331,-7.856026511,-10.08131715,-6.153993351,89.52244575,93.49169856,-11.04848167,11.70248325,-15.96784878,-54.13165031,-0.07672566,8.712013862,23.29350397,56.14025926,20.36614363,-9.469176576
-20.88476109,40.59720932,-0.821109419,-8.055767646,-9.819639912,-6.317268703,89.08633264,93.11838975,-11.74374364,11.7959862,-15.96685902,-54.02499129,-0.263030683,8.575272428,23.15859003,56.23004949,20.38877991,-9.418927813
-21.01719431,40.90750747,-0.593876676,-8.248970358,-9.551541658,-6.479414681,88.67527922,92.73488808,-12.43037508,11.88031727,-15.9658001,-53.91315216,-0.439382713,8.459026639,23.01800316,56.32306569,20.41046631,-9.368622844
-21.14791372,41.20117006,-0.36336198,-8.429794937,-9.265280682,-6.636566673,88.28903315,92.34659539,-13.10489367,11.96346802,-15.96035625,-53.79858215,-0.601343363,8.365836951,22.87307283,56.41307821,20.42620401,-9.316979945
-21.27565199,41.48435238,-0.135113692,-8.595744422,-8.967294909,-6.790572352,87.92625176,91.96004435,-13.76500891,12.03767803,-15.95531168,-53.6806444,-0.741525261,8.298980964,22.72074749,56.50831136,20.44292887,-9.265014077
-21.40072126,41.75826586,0.082824503,-8.753155664,-8.658199263,-6.941344092,87.58394016,91.58371077,-14.41234171,12.09934118,-15.94401823,-53.55970563,-0.867693099,8.250325461,22.56352181,56.60219007,20.45927509,-9.214178769
-21.52453517,42.02612413,0.2871738,-8.889803235,-8.342004425,-7.087542115,87.26478488,91.22597439,-15.03872789,12.15904104,-15.9344389,-53.43731181,-0.970961289,8.223005319,22.40142566,56.70113012,20.47569234,-9.159699563
-21.6451632,42.28794501,0.473977612,-9.015321882,-8.016427369,-7.229139504,86.95967015,90.88965825,-15.64938429,12.21236621,-15.92387956,-53.31450641,-1.058221985,8.213693827,22.23656193,56.79969577,20.49112657,-9.100693874
-21.76260633,42.54344347,0.643039081,-9.120758659,-7.687228537,-7.364852175,86.67243122,90.57430131,-16.23758513,12.25631849,-15.90576036,-53.19111137,-1.120252111,8.218325572,22.0693098,56.89595345,20.50278938,-9.044821998
-21.87301593,42.7926593,0.793244215,-9.207297624,-7.357977849,-7.493354748,86.3958541,90.28198155,-16.80502312,12.30196184,-15.89232179,-53.06677065,-1.158257868,8.237342407,21.90175266,56.99193969,20.51075079,-8.983335992
-21.97879369,43.03468739,0.927386505,-9.280707906,-7.028170723,-7.612883669,86.13024441,90.00977536,-17.35071694,12.34432218,-15.88076751,-52.94166977,-1.183979642,8.266462659,21.73693561,57.0866653,20.51941749,-8.922017004
-22.08286978,43.26951696,1.049576402,-9.336793152,-6.703236267,-7.722573656,85.87215897,89.75537929,-17.88025313,12.39417814,-15.87543774,-52.81744733,-1.193555552,8.30191929,21.57536531,57.17702382,20.52512606,-8.856941263
-22.18344439,43.49608093,1.159132396,-9.382415018,-6.381391385,-7.820047642,85.62672741,89.51593092,-18.39020532,12.44669553,-15.87414415,-52.6935445,-1.191537869,8.342713078,21.42126142,57.26790911,20.52798189,-8.790386429
-22.28336455,43.71029407,1.259479739,-9.410461663,-6.067880729,-7.903894348,85.39872709,89.28425017,-18.87685912,12.50431566,-15.87746909,-52.57020085,-1.175795193,8.38692607,21.27276624,57.35138315,20.53452631,-8.722479943
-22.37932141,43.91061451,1.35114093,-9.424676412,-5.762538237,-7.973352088,85.18903211,89.05779315,-19.33973224,12.56921054,-15.88824403,-52.44780022,-1.149457097,8.429579248,21.13090981,57.4368595,20.53807436,-8.645659895
-22.47304669,44.09662809,1.43402549,-9.427235447,-5.465917334,-8.025308277,85.00055413,88.8338024,-19.78076141,12.63662311,-15.89981692,-52.32559732,-1.113000104,8.470175631,20.99728418,57.5235488,20.53714629,-8.5615756
-22.56383534,44.26645909,1.512145144,-9.416177234,-5.178274185,-8.061648237,84.83900948,88.61062428,-20.19877989,12.71505136,-15.91613294,-52.20286274,-1.07231972,8.506531952,20.87290872,57.60539772,20.53506152,-8.475684853
-22.6484437,44.42114612,1.579864262,-9.395250347,-4.902224942,-8.080159009,84.69383926,88.38962909,-20.60218736,12.79314277,-15.93800305,-52.07900676,-1.021829527,8.538568335,20.75568067,57.6887815,20.53273529,-8.387257616
-22.72785406,44.56128918,1.638313967,-9.361792723,-4.639577733,-8.079849241,84.56861978,88.17130304,-20.99074456,12.88042056,-15.96505016,-51.9543402,-0.967063216,8.561780698,20.64804134,57.76336198,20.5298438,-8.293972292
-22.80208009,44.68326964,1.688346451,-9.316005504,-4.386654838,-8.061163998,84.46117653,87.95579685,-21.36542391,12.97604235,-15.99797355,-51.82892994,-0.907105503,8.578258376,20.54902278,57.84989864,20.52366997,-8.186867734
-22.87210646,44.78755997,1.72951269,-9.261043144,-4.140826472,-8.02435992,84.37063079,87.7449556,-21.73118734,13.083606,-16.03751707,-51.70311399,-0.847530965,8.587615407,20.45911415,57.92178366,20.51919062,-8.083617315
-22.93679033,44.87624049,1.75823084,-9.199192034,-3.90693085,-7.970117674,84.29836659,87.54228802,-22.09500763,13.19651126,-16.08259631,-51.57664424,-0.787006175,8.588147458,20.37789313,57.9867152,20.51756505,-7.984039069
-22.99769853,44.95050163,1.773874624,-9.131737464,-3.685251393,-7.900721353,84.23908024,87.34926932,-22.45787324,13.31214957,-16.1296586,-51.45010637,-0.720269421,8.583190127,20.30328366,58.0618207,20.52107721,-7.879550968
-23.05629819,45.01134097,1.775392759,-9.056468633,-3.476945678,-7.817686919,84.19662197,87.16692733,-22.81619915,13.42622177,-16.17394902,-51.32576713,-0.646451364,8.569477357,20.23629527,58.12728073,20.52750763,-7.781155665
-23.11620245,45.05887753,1.759358516,-9.17613725,-3.244731966,-7.732671748,84.16937448,86.9993553,-23.17282913,13.53919149,-16.2239923,-51.20195194,-0.77683052,8.48506432,20.20461974,58.19262805,20.53922858,-7.686740349
-23.01060512,44.97641642,1.695402751,-9.443724488,-2.867109455,-7.721573623,84.1527222,86.85569197,-23.52918653,13.64704049,-16.26471053,-51.07909712,-0.904920431,8.409979778,20.17206639,58.26299342,20.55266498,-7.5885162
-22.89321,44.89511082,1.614494987,-9.706798219,-2.492251185,-7.722976179,84.14765016,86.74064532,-23.8858415,13.7562248,-16.31428641,-50.9553081,-1.031885729,8.346873242,20.13732817,58.33084612,20.56753291,-7.489158783
-22.76342882,44.81780848,1.511700364,-9.969146459,-2.123188241,-7.73831104,84.15194621,86.65998684,-24.24519074,13.87068856,-16.36994429,-50.83027604,-1.1615849,8.296699616,20.10094588,58.39514665,20.58183031,-7.385119523
-22.62195399,44.74295619,1.379674676,-10.229999,-1.759356445,-7.762242319,84.15977098,86.61745053,-24.60298927,13.97952724,-16.41779786,-50.7069962,-1.291687318,8.249329722,20.06553826,58.44790411,20.5946774,-7.2821433
-22.47607546,44.66958733,1.222204284,-10.48008768,-1.402646757,-7.792361764,84.17024067,86.61542248,-24.96065029,14.08216451,-16.46047815,-50.58487635,-1.419221754,8.206274736,20.03034843,58.49173181,20.60778982,-7.182016917
-22.32092413,44.59384455,1.034226679,-10.7274345,-1.049045326,-7.826431857,84.18274302,86.65393269,-25.32041141,14.18423014,-16.49966691,-50.46299172,-1.545010569,8.166585841,19.99529006,58.53502891,20.61995452,-7.079274676
-22.15681455,44.51310304,0.817737839,-10.96871316,-0.699920494,-7.863495018,84.19934525,86.73218347,-25.67633492,14.28582407,-16.53976355,-50.34222367,-1.661810101,8.130301134,19.95947876,58.57542965,20.63303858,-6.975409144
-21.98268099,44.42745767,0.571346597,-11.21174004,-0.356632538,-7.90125087,84.2230971,86.84367952,-26.02535328,14.37308981,-16.58057076,-50.22107914,-1.776128353,8.100974204,19.92471567,58.60985117,20.65409376,-6.885325455
-21.80370693,44.33713162,0.30172054,-11.44944767,-0.023222482,-7.939348596,84.25359528,86.97883078,-26.36921393,14.45237438,-16.61569507,-50.10133033,-1.882716896,8.07614188,19.8885849,58.63611974,20.67918634,-6.802452308
-21.62824732,44.23663701,0.017359162,-11.67500255,0.305128786,-7.974979651,84.29938555,87.13236841,-26.70789408,14.52339213,-16.65406637,-49.98378308,-1.984943875,8.054608658,19.85249636,58.66593346,20.71313775,-6.727108279
-21.46145368,44.1253982,-0.274901713,-11.87967862,0.624778616,-8.007875307,84.36064626,87.2994053,-27.03899263,14.59071241,-16.69285404,-49.86651371,-2.083696918,8.034114536,19.81531225,58.7046141,20.75090876,-6.65482117
-21.30051422,44.0033092,-0.573747977,-12.06867715,0.93307069,-8.038469652,84.43809766,87.47289821,-27.3631796,14.65361907,-16.72868011,-49.75093231,-2.172956231,8.01145975,19.77643885,58.74463372,20.79064728,-6.582632898
-21.15173595,43.87295037,-0.874513842,-12.23677764,1.22748924,-8.067294753,84.53227208,87.65534943,-27.68118621,14.70372825,-16.75966041,-49.63848647,-2.257342732,7.987041948,19.73587772,58.78232225,20.83354837,-6.512188289
-21.00756192,43.73056233,-1.179120811,-12.38991747,1.507411173,-8.093056736,84.64344284,87.83886926,-27.99165172,14.75242326,-16.79098147,-49.53217829,-2.331222347,7.957948548,19.69423647,58.82310807,20.87863296,-6.434540943
-20.86662741,43.57515412,-1.484093257,-12.53170971,1.770063056,-8.118188221,84.77253676,88.02438254,-28.29529411,14.78321989,-16.80562782,-49.42986495,-2.396096826,7.918063826,19.65124375,58.85240049,20.91950148,-6.356807476
-20.73025608,43.40672631,-1.786616762,-12.65894009,2.018958046,-8.140429167,84.92109894,88.20749082,-28.59103773,14.81031009,-16.82354967,-49.32853081,-2.452103967,7.873735843,19.60819944,58.88227774,20.96487103,-6.284867299
-20.59155585,43.22269011,-2.089255421,-12.77577281,2.253503982,-8.160807168,85.0853774,88.37844787,-28.87334904,14.83276403,-16.84213628,-49.22969605,-2.490898348,7.828326858,19.56555636,58.91394487,21.01138488,-6.214720796
-20.44648759,43.02365367,-2.390693838,-12.8900407,2.475597168,-8.181893389,85.25932909,88.54316472,-29.14156381,14.84291331,-16.8542149,-49.13516471,-2.519840543,7.778809327,19.52533325,58.94510024,21.0555478,-6.142464037
-20.29291229,42.80657338,-2.689785818,-13.00332839,2.686625641,-8.201708197,85.45497326,88.70576455,-29.39658761,14.8380778,-16.84988329,-49.03970759,-2.537858861,7.722213402,19.48974528,58.96501646,21.09289229,-6.07250955
-20.12602906,42.57251162,-2.983989277,-13.1201667,2.89002588,-8.224627117,85.66934418,88.86151589,-29.63749467,14.81767651,-16.83640668,-48.94785072,-2.544397893,7.664000935,19.45807558,58.97903659,21.13255257,-6.012900923
-19.94965269,42.32128405,-3.271231736,-13.23632368,3.084044292,-8.250807763,85.9135868,88.99586174,-29.85844261,14.79453989,-16.8175284,-48.8554353,-2.541338068,7.604302029,19.42836344,58.99141519,21.16351216,-5.950300584
-19.76204113,42.05029782,-3.553786174,-13.35842593,3.273682262,-8.278108578,86.18765483,89.10035513,-30.05520106,14.76905726,-16.80001095,-48.76519389,-2.531943715,7.543004991,19.40287374,59.00127593,21.19432265,-5.894799244
-19.56489386,41.76100571,-3.830583931,-13.48138606,3.459024112,-8.306460108,86.49769397,89.16681553,-30.22604169,14.74954282,-16.78717134,-48.67402202,-2.515962709,7.480246716,19.3804931,59.01337924,21.21791814,-5.839141216
-19.35840346,41.45366299,-4.101421361,-13.60609677,3.639043651,-8.335066523,86.85421963,89.18892315,-30.37541503,14.74042341,-16.78929528,-48.58763957,-2.491957331,7.414981482,19.36374412,59.03193078,21.24067827,-5.780357302
-19.14138362,41.13013191,-4.36982508,-13.7351032,3.81420576,-8.362787475,87.24847311,89.17478494,-30.50612697,14.73587974,-16.79634951,-48.50188027,-2.464052954,7.353236829,19.35182042,59.04498756,21.25715256,-5.722161876
-18.91532037,40.79247219,-4.633535141,-13.86728976,3.983189889,-8.390078382,87.6710035,89.13150458,-30.62396609,14.72628666,-16.80397773,-48.41859737,-2.432899773,7.291251243,19.34438688,59.04830037,21.27502222,-5.675034792
-18.67701822,40.44358757,-4.894694422,-14.00435701,4.143988593,-8.416767147,88.11368346,89.06823939,-30.72565519,14.7146867,-16.81527847,-48.33819852,-2.400169914,7.236188233,19.3424048,59.04184559,21.29060881,-5.63286759
-18.42359087,40.08744482,-5.160313071,-14.15142983,4.293473084,-8.44118226,88.56497358,88.99785274,-30.80943795,14.71170742,-16.84207798,-48.25976707,-2.366144142,7.184020886,19.34586898,59.03814702,21.30925043,-5.597688336
-18.16623956,39.72688969,-5.422743515,-14.29980561,4.431905681,-8.462923907,89.02832619,88.9249574,-30.87662184,14.70913522,-16.8715616,-48.18176193,-2.335613632,7.136409202,19.35279271,59.0285799,21.32521919,-5.567091546
-17.90012663,39.36524178,-5.688158172,-14.45457099,4.559368366,-8.479604318,89.48813882,88.86459446,-30.92664303,14.69952926,-16.89627239,-48.10677729,-2.308539436,7.092541888,19.36369635,59.01914402,21.3413605,-5.541898093
-17.62872259,38.99806523,-5.95350956,-14.60905473,4.676358149,-8.491074545,89.94424321,88.82024709,-30.95189462,14.69997338,-16.93954372,-48.03249354,-2.282706085,7.054039115,19.37719288,59.01534817,21.36558283,-5.526496136
-17.35449855,38.62373085,-6.222131097,-14.76583109,4.784234713,-8.4926949,90.05371165,88.92196026,-30.68643484,14.70372791,-16.98639677,-47.95900265,-2.259405033,7.018475461,19.39348311,59.00631008,21.38521445,-5.508164664
-17.08072914,38.24069221,-6.492222295,-14.92276278,4.8844384,-8.484669648,90.17603424,89.02111207,-30.39629716,14.71661887,-17.04432802,-47.88797077,-2.240947055,6.988249577,19.41314742,58.97734572,21.41737811,-5.517318675
-16.80940334,37.84979606,-6.761314294,-15.07912537,4.979629683,-8.462906593,90.3047597,89.11785639,-30.07666769,14.73583871,-17.11419734,-47.82428753,-2.226469663,6.962353147,19.43688757,58.96248806,21.45259986,-5.519378011
-16.54350141,37.45352287,-7.02025654,-15.13027041,4.913918493,-8.445952342,90.43430349,89.20860206,-29.73060103,14.76373857,-17.19406378,-47.7614854,-2.109143693,6.832378983,19.44441766,58.94180568,21.48140739,-5.517119385
